state_abbr,county,fips,bachelors_or_more,hs_diploma,no_hs_diploma,some_college,labor_force,employed,unemployed,population,cost_of_living,median_income,race_diversity_rank,gender_diversity_rank,state
WV,Lincoln County,54043,1203.0,7098.0,2606.0,3425.0,6964.0,6612.0,352.0,19901.0,82901.07,50281.62,1520.0,856.0,West Virginia
WY,Lincoln County,56023,3278.0,4235.0,728.0,5349.0,9723.0,9406.0,317.0,20660.0,82786.3,83945.09,1675.0,1339.0,Wyoming
LA,Lincoln Parish,22061,9495.0,7811.0,2802.0,6303.0,21159.0,20419.0,740.0,48129.0,68089.35,56342.97,1988.0,1404.0,Louisiana
IA,Linn County,19113,54553.0,40829.0,7392.0,53839.0,120784.0,116971.0,3813.0,229033.0,69591.68,87810.05,2824.0,2853.0,Iowa
KS,Linn County,20107,1554.0,2556.0,406.0,2395.0,4370.0,4201.0,169.0,9796.0,72169.54,64045.2,746.0,1174.0,Kansas
MO,Linn County,29115,1641.0,3859.0,697.0,1979.0,5042.0,4887.0,155.0,11820.0,59728.97,53599.29,1833.0,1479.0,Missouri
OR,Linn County,41043,18926.0,26427.0,7941.0,37808.0,61099.0,58440.0,2659.0,130467.0,84247.68,68382.51,2630.0,2757.0,Oregon
TX,Lipscomb County,48295,471.0,527.0,306.0,550.0,1467.0,1421.0,46.0,2854.0,65089.82,68540.64,209.0,300.0,Texas
CT,Litchfield County,9005,,,,,104825.0,100839.0,3986.0,185000.0,85104.82,104093.46,2772.0,2792.0,Connecticut
AR,Little River County,5081,1475.0,3682.0,760.0,2540.0,5140.0,4947.0,193.0,11821.0,64358.15,61411.39,154.0,459.0,Arkansas
TX,Live Oak County,48297,1152.0,2448.0,1922.0,2801.0,4884.0,4678.0,206.0,11428.0,61307.33,71089.22,768.0,758.0,Texas
IL,Livingston County,17105,4649.0,10160.0,2445.0,7915.0,15570.0,14931.0,639.0,35521.0,68509.77,72939.56,2651.0,2451.0,Illinois
KY,Livingston County,21139,897.0,2784.0,676.0,2094.0,3626.0,3447.0,179.0,8963.0,66797.1,59839.32,586.0,506.0,Kentucky
MI,Livingston County,26093,54825.0,34338.0,5383.0,45312.0,103422.0,100456.0,2966.0,196161.0,80452.85,102787.34,2870.0,2693.0,Michigan
MO,Livingston County,29117,1851.0,4362.0,1215.0,2680.0,7118.0,6972.0,146.0,14402.0,61211.15,62113.73,1376.0,1586.0,Missouri
NY,Livingston County,36051,12762.0,13073.0,3096.0,12778.0,30200.0,29184.0,1016.0,61516.0,80840.09,77126.96,2298.0,2038.0,New York
LA,Livingston Parish,22063,19541.0,35958.0,11988.0,28869.0,71405.0,69374.0,2031.0,148425.0,74559.88,78699.03,2835.0,2648.0,Louisiana
TX,Llano County,48299,5778.0,4800.0,1412.0,5488.0,9353.0,8993.0,360.0,22540.0,61160.7,64507.27,287.0,270.0,Texas
AR,Logan County,5083,2365.0,6652.0,1629.0,4564.0,8232.0,7927.0,305.0,21253.0,59756.82,50642.04,1206.0,1723.0,Arkansas
CO,Logan County,8075,2866.0,5723.0,1610.0,4959.0,10105.0,9821.0,284.0,20823.0,68401.96,68296.26,1710.0,1766.0,Colorado
IL,Logan County,17107,3893.0,7911.0,1666.0,6124.0,11561.0,11053.0,508.0,27591.0,66440.25,76454.39,2302.0,1347.0,Illinois
KS,Logan County,20109,511.0,565.0,149.0,692.0,1624.0,1595.0,29.0,2705.0,66736.6,63572.86,680.0,545.0,Kansas
KY,Logan County,21141,3158.0,7856.0,2480.0,5567.0,12222.0,11779.0,443.0,27877.0,62133.58,58706.73,1552.0,1486.0,Kentucky
ND,Logan County,38047,354.0,411.0,136.0,449.0,866.0,848.0,18.0,1855.0,66728.08,71518.44,363.0,350.0,North Dakota
NE,Logan County,31113,147.0,150.0,10.0,243.0,483.0,473.0,10.0,675.0,81073.45,62893.09,124.0,244.0,Nebraska
OH,Logan County,39091,5893.0,14172.0,2298.0,9844.0,22525.0,21746.0,779.0,46040.0,63160.08,73515.61,1752.0,1500.0,Ohio
OK,Logan County,40083,10436.0,10997.0,2829.0,10002.0,23590.0,22946.0,644.0,51933.0,72826.74,80012.34,397.0,1523.0,Oklahoma
WV,Logan County,54045,3175.0,9997.0,3981.0,5788.0,11065.0,10588.0,477.0,31316.0,77796.98,49352.34,2415.0,2167.0,West Virginia
PR,Loiza Municipio,72087,,,,,8999.0,8483.0,516.0,,,,,,
GA,Long County,13183,1409.0,4957.0,1556.0,3066.0,8428.0,8157.0,271.0,18348.0,63515.37,60126.82,27.0,407.0,Georgia
AR,Lonoke County,5085,10554.0,18610.0,4921.0,16186.0,34233.0,33300.0,933.0,75225.0,69577.94,72089.35,1975.0,2281.0,Arkansas
OH,Lorain County,39093,61447.0,68540.0,18803.0,71487.0,154121.0,146477.0,7644.0,316268.0,65577.1,75990.26,2901.0,2885.0,Ohio
NM,Los Alamos County,35028,9616.0,1433.0,238.0,2803.0,10579.0,10345.0,234.0,19187.0,80264.67,154364.81,475.0,1143.0,New Mexico
CA,Los Angeles County,6037,2451744.0,1402989.0,1336557.0,1720679.0,5013363.0,4764528.0,248835.0,9721138.0,97766.39,78729.84,3134.0,3134.0,California
TN,Loudon County,47105,12118.0,13061.0,4704.0,12556.0,24444.0,23649.0,795.0,58181.0,65364.69,70669.25,1757.0,1020.0,Tennessee
VA,Loudoun County,51107,178261.0,32469.0,16336.0,51407.0,232059.0,226714.0,5345.0,432085.0,110799.43,164479.05,2810.0,2916.0,Virginia
IA,Louisa County,19115,1235.0,2958.0,930.0,2380.0,5901.0,5713.0,188.0,10677.0,63347.34,73571.06,1274.0,1350.0,Iowa
VA,Louisa County,51109,7912.0,9885.0,3083.0,7731.0,20764.0,20218.0,546.0,40116.0,74410.83,74897.72,136.0,780.0,Virginia
LA,Louisiana,22000,825794.0,1012121.0,407400.0,864939.0,2068817.0,1993244.0,75573.0,,,,,,Louisiana
NE,Loup County,31115,109.0,140.0,0.0,171.0,410.0,400.0,10.0,599.0,80252.86,64747.54,33.0,27.0,Nebraska
OK,Love County,40085,1095.0,2508.0,1010.0,2244.0,5920.0,5777.0,143.0,10218.0,69902.87,62842.78,292.0,808.0,Oklahoma
TX,Loving County,48301,0.0,11.0,3.0,38.0,866.0,861.0,5.0,,,,,,Texas
CT,"Lower Connecticut River Valley Planning Region, Connecticut",9130,59038.0,31864.0,6199.0,32793.0,,,,,,,,,Connecticut
AL,Lowndes County,1085,971.0,3079.0,1174.0,1775.0,3486.0,3309.0,177.0,9777.0,67796.7,42555.78,1830.0,1356.0,Alabama
GA,Lowndes County,13185,19289.0,22176.0,7238.0,22409.0,50175.0,48471.0,1704.0,119739.0,66010.07,57585.43,1910.0,2068.0,Georgia
MS,Lowndes County,28087,10277.0,12404.0,4617.0,11402.0,24478.0,23494.0,984.0,57603.0,61754.43,64446.68,2496.0,2194.0,Mississippi
TX,Lubbock County,48303,62913.0,48235.0,21117.0,56524.0,163437.0,157861.0,5576.0,317561.0,67056.88,71320.26,2990.0,2975.0,Texas
IA,Lucas County,19117,883.0,2886.0,455.0,1875.0,4630.0,4527.0,103.0,8689.0,65917.22,71249.41,635.0,631.0,Iowa
OH,Lucas County,39095,83308.0,87518.0,26405.0,95075.0,202831.0,193865.0,8966.0,426643.0,65064.56,66438.73,2979.0,3002.0,Ohio
MI,Luce County,26095,940.0,1967.0,353.0,1607.0,2142.0,2013.0,129.0,5330.0,70483.86,63849.07,256.0,302.0,Michigan
GA,Lumpkin County,13187,6732.0,6515.0,2333.0,5795.0,17974.0,17510.0,464.0,34796.0,66986.86,66585.56,498.0,512.0,Georgia
NM,Luna County,35029,2410.0,5738.0,3943.0,4274.0,9845.0,8861.0,984.0,25749.0,63546.6,44444.11,1897.0,1504.0,New Mexico
VA,Lunenburg County,51111,995.0,3223.0,1775.0,2897.0,5167.0,4994.0,173.0,12031.0,66232.14,54502.9,70.0,344.0,Virginia
PR,Luquillo Municipio,72089,3076.0,4474.0,2536.0,3013.0,6636.0,6242.0,394.0,,,,,,
PA,Luzerne County,42079,57994.0,86188.0,21644.0,66289.0,157927.0,150080.0,7847.0,326369.0,69615.22,70272.89,2851.0,2778.0,Pennsylvania
PA,Lycoming County,42081,19836.0,30753.0,7090.0,22308.0,54945.0,52510.0,2435.0,113104.0,72200.68,68613.55,2514.0,2549.0,Pennsylvania
SD,Lyman County,46085,587.0,965.0,209.0,563.0,1687.0,1645.0,42.0,3692.0,69243.26,60582.74,480.0,95.0,South Dakota
VA,Lynchburg city,51680,17162.0,10658.0,4265.0,12451.0,35533.0,34185.0,1348.0,79287.0,70634.64,63529.73,1894.0,2250.0,Virginia
TX,Lynn County,48305,901.0,1034.0,639.0,1134.0,2870.0,2767.0,103.0,5724.0,65508.76,57602.89,651.0,872.0,Texas
IA,Lyon County,19119,1606.0,3161.0,356.0,2610.0,7078.0,6946.0,132.0,12179.0,65129.52,77244.02,1624.0,1416.0,Iowa
KS,Lyon County,20111,5391.0,6494.0,2106.0,5461.0,17072.0,16647.0,425.0,31898.0,63507.79,67197.55,1394.0,1688.0,Kansas
KY,Lyon County,21143,1149.0,3147.0,695.0,2056.0,3139.0,3001.0,138.0,9101.0,66836.53,64950.86,872.0,1082.0,Kentucky
MN,Lyon County,27083,4695.0,4444.0,1335.0,5914.0,14375.0,14033.0,342.0,25262.0,64968.16,76807.62,1902.0,1873.0,Minnesota
NV,Lyon County,32019,7580.0,14206.0,5432.0,16837.0,23568.0,22454.0,1114.0,61585.0,73663.31,69385.72,1553.0,2128.0,Nevada
MI,Mackinac County,26097,2010.0,3245.0,670.0,2641.0,5158.0,4704.0,454.0,10941.0,66423.98,59829.05,1135.0,1142.0,Michigan
MI,Macomb County,26099,170079.0,181718.0,57872.0,216329.0,443204.0,426693.0,16511.0,874195.0,74762.01,79365.44,3091.0,3071.0,Michigan
AL,Macon County,1087,2418.0,3699.0,1842.0,3702.0,7824.0,7533.0,291.0,18516.0,66677.84,50030.05,1436.0,1074.0,Alabama
GA,Macon County,13193,956.0,3427.0,2067.0,2243.0,4523.0,4328.0,195.0,11765.0,60932.13,44923.64,419.0,360.0,Georgia
IL,Macon County,17115,17064.0,26551.0,4916.0,22196.0,45550.0,42920.0,2630.0,101483.0,73326.27,70810.95,2839.0,2658.0,Illinois
MO,Macon County,29121,1938.0,4650.0,873.0,3027.0,7091.0,6904.0,187.0,15049.0,65194.57,57967.41,1940.0,1721.0,Missouri
NC,Macon County,37113,6930.0,8638.0,2811.0,9835.0,15986.0,15424.0,562.0,38065.0,68517.07,58704.67,1263.0,1537.0,North Carolina
TN,Macon County,47111,2023.0,8449.0,3150.0,3513.0,11678.0,11320.0,358.0,26229.0,62121.82,54110.65,1344.0,1107.0,Tennessee
IL,Macoupin County,17117,6000.0,12754.0,2930.0,10270.0,22044.0,21181.0,863.0,44245.0,75018.33,69202.94,2748.0,2330.0,Illinois
CA,Madera County,6039,17180.0,23966.0,27033.0,32120.0,62934.0,59007.0,3927.0,160256.0,80317.88,63043.01,2971.0,2883.0,California
AL,Madison County,1089,124533.0,52261.0,20194.0,75571.0,199682.0,195558.0,4124.0,403565.0,76140.59,87831.62,2823.0,2897.0,Alabama
AR,Madison County,5087,1536.0,6186.0,1702.0,2540.0,7763.0,7577.0,186.0,17486.0,63341.63,58608.15,800.0,938.0,Arkansas
FL,Madison County,12079,1705.0,4964.0,2649.0,4324.0,7965.0,7700.0,265.0,18198.0,65062.84,49411.89,2049.0,1844.0,Florida
GA,Madison County,13195,4310.0,7195.0,3858.0,5991.0,13371.0,12973.0,398.0,31473.0,63878.01,64121.18,415.0,588.0,Georgia
IA,Madison County,19121,2910.0,3846.0,537.0,4121.0,8767.0,8486.0,281.0,17036.0,71278.32,83066.12,1631.0,1086.0,Iowa
ID,Madison County,16065,7273.0,2703.0,535.0,7527.0,23873.0,23408.0,465.0,54976.0,68377.33,43553.86,2311.0,1673.0,Idaho
IL,Madison County,17119,56792.0,52249.0,11623.0,63821.0,130805.0,125657.0,5148.0,263864.0,73256.82,79689.91,2994.0,2890.0,Illinois
IN,Madison County,18095,18433.0,36250.0,8751.0,28499.0,59833.0,57800.0,2033.0,131744.0,71319.11,63282.26,2575.0,2458.0,Indiana
KY,Madison County,21151,20164.0,16951.0,5160.0,16719.0,46298.0,44569.0,1729.0,95187.0,63303.62,68402.02,2293.0,2296.0,Kentucky
MO,Madison County,29123,1344.0,3761.0,1045.0,2619.0,5312.0,5153.0,159.0,12753.0,65660.1,58502.39,876.0,685.0,Missouri
MS,Madison County,28089,36191.0,12900.0,5794.0,19200.0,53152.0,51524.0,1628.0,111113.0,72137.4,92596.09,2757.0,2436.0,Mississippi
MT,Madison County,30057,2425.0,1784.0,326.0,2528.0,5102.0,4983.0,119.0,9265.0,78448.68,67103.09,1386.0,1237.0,Montana
NC,Madison County,37115,4955.0,5196.0,1440.0,4154.0,10099.0,9751.0,348.0,21768.0,79201.09,64551.42,1175.0,1124.0,North Carolina
NE,Madison County,31119,5459.0,7243.0,1813.0,8720.0,19881.0,19492.0,389.0,35368.0,76347.99,71428.07,2258.0,2381.0,Nebraska
NY,Madison County,36053,12910.0,15575.0,3096.0,14498.0,32611.0,31484.0,1127.0,67097.0,78364.52,81244.53,2190.0,2499.0,New York
OH,Madison County,39097,7149.0,12086.0,3541.0,9209.0,20909.0,20235.0,674.0,43540.0,71056.22,79225.79,2379.0,2154.0,Ohio
TN,Madison County,47113,17292.0,23149.0,6455.0,19739.0,49138.0,47445.0,1693.0,99245.0,64534.52,59989.23,2039.0,2356.0,Tennessee
TX,Madison County,48313,1328.0,3520.0,1809.0,2481.0,4765.0,4557.0,208.0,13661.0,63503.32,65173.68,97.0,649.0,Texas
VA,Madison County,51113,2802.0,3553.0,1144.0,2649.0,7548.0,7386.0,162.0,14000.0,73165.56,68312.68,217.0,56.0,Virginia
LA,Madison Parish,22065,812.0,2231.0,1516.0,1787.0,3463.0,3290.0,173.0,9478.0,63872.53,37241.95,898.0,634.0,Louisiana
KY,Magoffin County,21153,1069.0,3368.0,2035.0,1633.0,3179.0,2836.0,343.0,11357.0,60384.79,36783.99,1053.0,498.0,Kentucky
IA,Mahaska County,19123,3363.0,5663.0,873.0,4723.0,12327.0,12020.0,307.0,21946.0,62607.49,70430.0,770.0,907.0,Iowa
MN,Mahnomen County,27087,465.0,1132.0,432.0,1226.0,2225.0,2121.0,104.0,5328.0,64916.48,55191.9,1218.0,1117.0,Minnesota
OH,Mahoning County,39099,42851.0,59043.0,13633.0,47030.0,97955.0,93256.0,4699.0,225636.0,63494.0,63328.47,2889.0,2846.0,Ohio
ME,Maine,23000,359323.0,310243.0,56031.0,291033.0,681172.0,661833.0,19339.0,,,,,,Maine
OK,Major County,40093,935.0,2216.0,514.0,1541.0,3827.0,3736.0,91.0,7502.0,70404.06,64637.67,362.0,437.0,Oklahoma
OR,Malheur County,41045,3201.0,6650.0,3353.0,7504.0,12695.0,12176.0,519.0,31879.0,71367.85,51497.38,2543.0,2205.0,Oregon
VA,Manassas Park city,51685,2848.0,3428.0,2361.0,2541.0,9791.0,9550.0,241.0,16703.0,103719.43,92252.11,223.0,201.0,Virginia
VA,Manassas city,51683,9186.0,7492.0,5058.0,5893.0,21729.0,21178.0,551.0,42642.0,95689.42,89286.63,1140.0,1448.0,Virginia
FL,Manatee County,12081,108347.0,88949.0,28245.0,89935.0,185845.0,180356.0,5489.0,429125.0,75717.41,73525.88,2864.0,2887.0,Florida
PR,Manati Municipio,72091,,,,,12200.0,11462.0,738.0,,,,,,
MI,Manistee County,26101,4523.0,6343.0,1875.0,6597.0,9692.0,9126.0,566.0,25287.0,66893.01,62706.21,1723.0,1770.0,Michigan
WI,Manitowoc County,55071,13079.0,22028.0,4502.0,19221.0,40505.0,39374.0,1131.0,81172.0,67540.95,74558.87,2218.0,2491.0,Wisconsin
WI,Marathon County,55073,26333.0,31752.0,6674.0,31798.0,72542.0,70710.0,1832.0,137958.0,71811.74,78719.56,2802.0,2675.0,Wisconsin
AL,Marengo County,1091,2640.0,4453.0,1860.0,3979.0,7626.0,7374.0,252.0,18745.0,66380.65,60636.13,1865.0,1173.0,Alabama
PR,Maricao Municipio,72093,453.0,1329.0,1551.0,603.0,2119.0,1910.0,209.0,,,,,,
AZ,Maricopa County,4013,1094926.0,670499.0,320731.0,967349.0,2371901.0,2293121.0,78780.0,4551524.0,82847.38,78828.41,3131.0,3132.0,Arizona
MO,Maries County,29125,981.0,2660.0,853.0,1635.0,3812.0,3712.0,100.0,8431.0,67179.75,65895.53,817.0,606.0,Missouri
CA,Marin County,6041,114844.0,20478.0,13801.0,40830.0,131097.0,127573.0,3524.0,256018.0,157044.03,157777.98,2910.0,2922.0,California
WI,Marinette County,55075,6101.0,11715.0,2148.0,11347.0,19106.0,18388.0,718.0,41988.0,66861.32,62542.95,2400.0,2353.0,Wisconsin
AL,Marion County,1093,2663.0,7491.0,3713.0,6886.0,13786.0,13452.0,334.0,29156.0,66540.11,49576.19,2037.0,1631.0,Alabama
AR,Marion County,5089,2010.0,4706.0,1782.0,4521.0,6205.0,5979.0,226.0,17254.0,59877.39,47799.78,828.0,783.0,Arkansas
FL,Marion County,12083,64777.0,100684.0,30065.0,93970.0,147268.0,142006.0,5262.0,396415.0,66177.74,56045.19,2697.0,2806.0,Florida
GA,Marion County,13197,744.0,1851.0,1299.0,1565.0,3201.0,3083.0,118.0,7449.0,59920.48,58063.93,110.0,256.0,Georgia
IA,Marion County,19125,7389.0,7305.0,1211.0,6441.0,19129.0,18720.0,409.0,33642.0,66403.84,77707.12,2111.0,2059.0,Iowa
IL,Marion County,17121,4468.0,9332.0,2496.0,9546.0,16733.0,15928.0,805.0,36914.0,71598.39,62271.87,2692.0,2406.0,Illinois
IN,Marion County,18097,216864.0,172358.0,78327.0,169140.0,504140.0,487842.0,16298.0,969466.0,75675.02,64359.4,3054.0,3067.0,Indiana
KS,Marion County,20115,2308.0,2511.0,617.0,2587.0,5978.0,5835.0,143.0,11868.0,64659.96,68911.32,916.0,1440.0,Kansas
KY,Marion County,21155,1703.0,6144.0,1832.0,3702.0,9296.0,8972.0,324.0,19775.0,60800.73,58760.12,1351.0,1233.0,Kentucky
MO,Marion County,29127,4964.0,7557.0,1860.0,4903.0,13624.0,13291.0,333.0,28438.0,69029.66,63723.8,1776.0,1829.0,Missouri
MS,Marion County,28091,2093.0,5851.0,2928.0,5901.0,10114.0,9737.0,377.0,24050.0,59486.62,48156.09,1717.0,1658.0,Mississippi
OH,Marion County,39101,6294.0,20131.0,5026.0,14496.0,27290.0,26085.0,1205.0,64642.0,65908.04,61247.09,2333.0,1991.0,Ohio
OR,Marion County,41047,60279.0,58325.0,32364.0,81032.0,168836.0,162048.0,6788.0,346703.0,81754.13,71803.89,2984.0,2980.0,Oregon
SC,Marion County,45067,2781.0,9864.0,3230.0,4310.0,12663.0,12050.0,613.0,28450.0,56336.44,42462.34,1434.0,1357.0,South Carolina
TN,Marion County,47115,3440.0,7911.0,3697.0,5836.0,12374.0,11894.0,480.0,29094.0,63402.24,59524.08,1922.0,1755.0,Tennessee
TX,Marion County,48315,1135.0,2592.0,950.0,2419.0,4228.0,4015.0,213.0,9560.0,61025.15,49888.34,200.0,187.0,Texas
WV,Marion County,54049,10006.0,14918.0,3009.0,10791.0,24962.0,23873.0,1089.0,55952.0,77086.06,64717.77,2472.0,2131.0,West Virginia
CA,Mariposa County,6043,4133.0,2839.0,1276.0,5144.0,7252.0,6923.0,329.0,17020.0,76571.78,61921.72,1639.0,1898.0,California
SC,Marlboro County,45069,1652.0,9394.0,3495.0,4383.0,8090.0,7557.0,533.0,26039.0,56527.09,44144.28,462.0,1026.0,South Carolina
MI,Marquette County,26103,15923.0,11839.0,1998.0,14678.0,31656.0,30107.0,1549.0,66661.0,73232.03,70559.38,2269.0,2236.0,Michigan
WI,Marquette County,55077,1793.0,5163.0,958.0,3915.0,7682.0,7409.0,273.0,15779.0,67929.82,65851.38,960.0,1467.0,Wisconsin
AL,Marshall County,1095,13882.0,21272.0,10141.0,19798.0,45445.0,44538.0,907.0,99423.0,65775.91,58335.02,2729.0,2506.0,Alabama
IA,Marshall County,19127,5688.0,9162.0,3440.0,8231.0,17356.0,16420.0,936.0,39879.0,63370.9,70988.59,1662.0,1743.0,Iowa
IL,Marshall County,17123,1591.0,3179.0,764.0,2965.0,5083.0,4836.0,247.0,11678.0,73265.04,74521.9,1978.0,1659.0,Illinois
IN,Marshall County,18099,6342.0,11818.0,4305.0,8548.0,22943.0,22342.0,601.0,46332.0,65306.8,65753.84,2094.0,1059.0,Indiana
KS,Marshall County,20117,1307.0,2693.0,626.0,2297.0,5330.0,5226.0,104.0,9982.0,67055.5,68408.18,1071.0,1045.0,Kansas
KY,Marshall County,21157,4853.0,8511.0,1771.0,7924.0,14524.0,13917.0,607.0,31777.0,69812.48,76260.32,1980.0,1541.0,Kentucky
MN,Marshall County,27089,1189.0,2396.0,455.0,2260.0,5358.0,5153.0,205.0,8861.0,66233.4,78225.66,1482.0,1553.0,Minnesota
MS,Marshall County,28093,3428.0,8447.0,4342.0,7371.0,14201.0,13638.0,563.0,34110.0,60647.4,51422.42,1884.0,2016.0,Mississippi
OK,Marshall County,40095,1828.0,4072.0,1651.0,3242.0,7463.0,7233.0,230.0,15882.0,71463.26,52915.43,329.0,533.0,Oklahoma
SD,Marshall County,46091,657.0,1056.0,231.0,983.0,2474.0,2407.0,67.0,4374.0,69725.76,76835.34,1532.0,974.0,South Dakota
TN,Marshall County,47117,5056.0,8936.0,2284.0,7810.0,15622.0,15105.0,517.0,35878.0,62976.59,63866.53,1303.0,1159.0,Tennessee
WV,Marshall County,54051,4284.0,9745.0,1638.0,6788.0,12972.0,12323.0,649.0,29752.0,74516.4,61965.87,1982.0,1725.0,West Virginia
FL,Martin County,12085,45671.0,29709.0,9073.0,40204.0,75433.0,73320.0,2113.0,162006.0,75884.99,81306.14,2664.0,2588.0,Florida
IN,Martin County,18101,902.0,2790.0,774.0,2391.0,5425.0,5274.0,151.0,9803.0,62797.56,68044.68,1094.0,629.0,Indiana
KY,Martin County,21159,880.0,3114.0,2154.0,2051.0,2204.0,2036.0,168.0,11095.0,60522.07,48504.18,1346.0,744.0,Kentucky
MN,Martin County,27091,3345.0,4793.0,749.0,5174.0,9646.0,9400.0,246.0,19650.0,65788.74,70716.48,1999.0,2018.0,Minnesota
NC,Martin County,37117,2406.0,4976.0,2651.0,5849.0,8575.0,8190.0,385.0,21508.0,67546.0,48493.91,1537.0,1814.0,North Carolina
TX,Martin County,48317,571.0,1337.0,521.0,781.0,2803.0,2715.0,88.0,5217.0,65045.82,83879.37,449.0,405.0,Texas
VA,Martinsville city,51690,1859.0,2729.0,1218.0,2943.0,5571.0,5321.0,250.0,13725.0,63918.45,45913.5,372.0,403.0,Virginia
MD,Maryland,24000,1826045.0,1014175.0,382701.0,1049892.0,3154854.0,3060216.0,94638.0,,,,,,Maryland
IL,Mason County,17125,1595.0,3558.0,740.0,3451.0,5896.0,5617.0,279.0,12748.0,68148.48,63292.53,1832.0,1328.0,Illinois
KY,Mason County,21161,2513.0,3894.0,1770.0,3752.0,6523.0,6200.0,323.0,16930.0,61227.58,64534.99,470.0,894.0,Kentucky
MI,Mason County,26105,5362.0,7149.0,1422.0,7488.0,13226.0,12543.0,683.0,29409.0,63866.05,66038.27,1745.0,1603.0,Michigan
TX,Mason County,48319,1116.0,580.0,438.0,647.0,1830.0,1768.0,62.0,3982.0,63722.37,64209.48,333.0,293.0,Texas
WA,Mason County,53045,10856.0,14814.0,4386.0,19275.0,25347.0,23836.0,1511.0,68166.0,70878.28,71083.06,1933.0,2547.0,Washington
WV,Mason County,54053,2968.0,7854.0,2359.0,5108.0,10085.0,9641.0,444.0,25000.0,76915.29,56772.18,1863.0,1994.0,West Virginia
IL,Massac County,17127,1643.0,3459.0,1085.0,3910.0,5350.0,5081.0,269.0,13896.0,72125.07,62665.14,1674.0,866.0,Illinois
MA,Massachusetts,25000,2305899.0,1129802.0,425209.0,1084720.0,3743592.0,3606318.0,137274.0,,,,,,Massachusetts
TX,Matagorda County,48321,5482.0,6943.0,4154.0,7497.0,17202.0,16175.0,1027.0,36125.0,62331.97,61672.2,1828.0,1604.0,Texas
AK,Matanuska-Susitna Borough,2170,17746.0,24748.0,4171.0,26423.0,49476.0,47084.0,2392.0,113325.0,87553.59,93137.23,1835.0,2727.0,Alaska
VA,Mathews County,51115,1968.0,2000.0,570.0,1999.0,4096.0,3982.0,114.0,8490.0,77641.6,68953.42,15.0,267.0,Virginia
HI,Maui County,15009,35763.0,35808.0,8573.0,38774.0,87098.0,84270.0,2828.0,164351.0,109523.28,92012.85,2442.0,2361.0,Hawaii
PR,Maunabo Municipio,72095,1013.0,2423.0,2141.0,2410.0,3090.0,2745.0,345.0,,,,,,
TN,Maury County,47119,19348.0,24830.0,5460.0,23453.0,53113.0,51496.0,1617.0,108159.0,70998.97,69890.91,2180.0,2199.0,Tennessee
TX,Maverick County,48323,5111.0,9455.0,10762.0,8018.0,23525.0,21646.0,1879.0,57843.0,57945.7,45758.45,2673.0,2258.0,Texas
PR,Mayaguez Municipio,72097,,,,,24131.0,22456.0,1675.0,,,,,,
OK,Mayes County,40097,4458.0,10676.0,2886.0,9066.0,19954.0,19323.0,631.0,39589.0,74031.42,61563.36,1739.0,1924.0,Oklahoma
OK,McClain County,40087,8228.0,9141.0,3331.0,8640.0,21136.0,20567.0,569.0,45306.0,74136.61,80288.55,1415.0,2074.0,Oklahoma
MT,McCone County,30055,291.0,437.0,48.0,586.0,967.0,949.0,18.0,1709.0,74732.71,64176.63,627.0,745.0,Montana
SD,McCook County,46087,1072.0,1237.0,242.0,1190.0,3114.0,3063.0,51.0,5778.0,68187.2,78375.58,1783.0,1685.0,South Dakota
SC,McCormick County,45065,1857.0,2767.0,1194.0,2229.0,3447.0,3324.0,123.0,9764.0,57039.31,62168.16,633.0,371.0,South Carolina
KY,McCracken County,21145,13299.0,15380.0,3408.0,15513.0,29715.0,28486.0,1229.0,67490.0,68785.56,66763.2,2038.0,2176.0,Kentucky
KY,McCreary County,21147,1087.0,4759.0,2682.0,3372.0,4679.0,4428.0,251.0,16701.0,60352.1,35588.77,1150.0,679.0,Kentucky
TX,McCulloch County,48307,1054.0,1775.0,927.0,1621.0,3158.0,3024.0,134.0,7497.0,62970.17,60591.98,574.0,762.0,Texas
OK,McCurtain County,40089,3150.0,8428.0,2902.0,5821.0,16053.0,15408.0,645.0,30931.0,69868.46,48842.01,2040.0,2429.0,Oklahoma
MO,McDonald County,29119,2096.0,6372.0,2914.0,4235.0,11050.0,10774.0,276.0,23588.0,64603.66,48671.55,545.0,1571.0,Missouri
IL,McDonough County,17109,5318.0,5474.0,958.0,4971.0,12697.0,12147.0,550.0,26861.0,67720.17,72367.62,2440.0,2127.0,Illinois
NC,McDowell County,37111,5739.0,11446.0,4537.0,10966.0,20251.0,19540.0,711.0,44753.0,65585.48,55671.43,1164.0,1697.0,North Carolina
WV,McDowell County,54047,796.0,7299.0,3337.0,2415.0,4015.0,3758.0,257.0,17850.0,77692.63,32785.53,1578.0,1547.0,West Virginia
GA,McDuffie County,13189,2626.0,5948.0,2125.0,4019.0,8389.0,8005.0,384.0,21713.0,61463.73,51935.84,750.0,539.0,Georgia
IL,McHenry County,17111,75446.0,57623.0,13465.0,67855.0,169534.0,162925.0,6609.0,311747.0,92146.37,102984.49,3016.0,2918.0,Illinois
ND,McHenry County,38049,777.0,1263.0,319.0,1361.0,3113.0,3016.0,97.0,5189.0,67277.49,88443.61,1593.0,1576.0,North Dakota
GA,McIntosh County,13191,1645.0,2970.0,1626.0,2587.0,6192.0,5994.0,198.0,11180.0,65950.83,70091.15,155.0,110.0,Georgia
